AT5G16970.1	scaffold_601742.1	94.783	345	18	0	1	345	1	345	0.0	681
AT4G32100.1	Al_scaffold_0007_890	82.178	101	18	0	22	122	7	107	3.74e-56	169
AT2G43120.2	Al_scaffold_0004_2967	96.894	322	9	1	52	372	1	322	0.0	646
AT2G43120.1	Al_scaffold_0004_2967	96.894	322	9	1	1	321	1	322	0.0	642
AT1G30814.1	scaffold_103440.1	74.598	311	49	8	1	305	1	287	4.30e-153	429
AT1G30814.4	scaffold_103440.1	78.041	296	50	7	1	290	1	287	2.14e-157	439
AT1G30814.2	scaffold_103440.1	73.684	266	42	7	1	260	1	244	7.68e-128	363
AT1G30814.3	scaffold_103440.1	74.598	311	49	8	1	305	1	287	4.30e-153	429
AT3G18710.1	fgenesh2_kg.3__2078__AT3G18710.1	89.835	423	31	3	1	415	1	419	0.0	753
AT4G25880.4	scaffold_701722.1	94.496	854	45	1	1	854	1	852	0.0	1674
AT4G25880.2	scaffold_701722.1	93.837	860	45	2	1	854	1	858	0.0	1666
AT4G25880.5	scaffold_701722.1	94.535	860	45	1	1	860	1	858	0.0	1684
AT4G25880.1	scaffold_701722.1	94.535	860	45	1	1	860	1	858	0.0	1684
AT4G25880.3	scaffold_701722.1	93.794	854	45	2	1	848	1	852	0.0	1653
AT1G78930.1	fgenesh2_kg.2__2191__AT1G78930.1	92.917	593	39	3	1	591	1	592	0.0	1068
AT3G07950.1	scaffold_300939.1	97.368	304	8	0	1	304	1	304	0.0	602
AT4G03450.2	scaffold_703176.1	50.424	236	103	3	13	235	51	285	1.33e-62	208
AT4G03450.1	scaffold_703176.1	50.424	236	103	3	13	235	51	285	4.20e-62	207
AT1G71695.1	scaffold_202081.1	95.265	359	16	1	1	358	1	359	0.0	707
AT1G58983.1	fgenesh2_kg.2__506__AT1G58684.1	95.378	238	11	0	47	284	45	282	1.83e-168	467
AT1G12980.1	scaffold_101444.1	85.241	332	38	5	1	328	1	325	0.0	518
AT5G41480.1	fgenesh1_pm.C_scaffold_7002602	93.585	530	34	0	1	530	1	530	0.0	985
AT3G51870.1	scaffold_502245.1	96.597	382	11	2	1	381	1	381	0.0	746
AT4G29950.3	fgenesh2_kg.7__1192__AT4G29950.1	96.139	777	30	0	44	820	52	828	0.0	1538
AT4G29950.1	fgenesh2_kg.7__1192__AT4G29950.1	96.014	828	33	0	1	828	1	828	0.0	1636
AT4G29950.2	fgenesh2_kg.7__1192__AT4G29950.1	95.733	703	30	0	1	703	126	828	0.0	1380
AT3G18310.1	fgenesh2_kg.3__2031__AT3G18310.1	89.510	858	86	2	16	873	3	856	0.0	1570
AT5G07360.3	fgenesh1_pg.C_scaffold_6000596	89.378	659	33	1	1	659	1	622	0.0	1184
AT5G07360.1	fgenesh1_pg.C_scaffold_6000596	89.378	659	33	1	1	659	1	622	0.0	1184
AT5G07360.2	fgenesh1_pg.C_scaffold_6000596	88.316	659	33	2	1	652	1	622	0.0	1163
AT4G08535.1	scaffold_603990.1	62.312	199	44	3	2	198	87	256	2.85e-73	225
AT4G08535.3	scaffold_603990.1	62.312	199	44	3	2	198	87	256	1.21e-73	225
AT4G08535.2	scaffold_603990.1	61.453	179	38	3	1	177	107	256	5.35e-63	198
AT4G26490.1	scaffold_701653.1	94.841	252	13	0	17	268	17	268	8.54e-179	492
AT5G46240.1	fgenesh2_kg.8__166__AT5G46240.1	94.535	677	36	1	1	677	1	676	0.0	1337
AT5G62260.3	fgenesh1_pg.C_scaffold_8002211	92.553	376	25	2	1	376	1	373	0.0	627
AT5G62260.1	fgenesh1_pg.C_scaffold_8002211	92.553	376	25	2	1	376	1	373	0.0	627
AT5G62260.2	fgenesh2_kg.8__2218__AT5G62260.1	93.116	276	19	0	1	276	1	276	9.57e-168	470
AT3G25717.1	scaffold_101476.1	80.000	40	7	1	1	40	23	61	9.93e-16	62.4
AT1G45223.1	fgenesh2_kg.2__596__AT4G08025.1	92.174	115	9	0	1	115	1	115	1.53e-76	221
AT5G35715.1	Al_scaffold_0005_2226	77.828	442	98	0	1	442	63	504	0.0	714
AT2G21390.1	scaffold_400057.1	96.151	1221	20	3	1	1218	1	1197	0.0	2422
AT3G48330.2	scaffold_501780.1	96.522	230	8	0	1	230	1	230	9.14e-167	458
AT3G48330.3	scaffold_501780.1	96.744	215	7	0	1	215	16	230	1.27e-154	427
AT3G48330.4	scaffold_501780.1	96.522	230	8	0	54	283	1	230	1.07e-166	461
AT3G48330.1	scaffold_501780.1	96.522	230	8	0	1	230	1	230	9.14e-167	458
AT4G32710.1	fgenesh1_pg.C_scaffold_7000729	89.889	722	65	4	1	717	1	719	0.0	941
AT3G46440.1	fgenesh2_kg.5__1008__AT3G46440.1	99.707	341	1	0	1	341	1	341	0.0	703
AT3G46440.2	fgenesh2_kg.5__1008__AT3G46440.1	99.707	341	1	0	1	341	1	341	0.0	703
AT2G21930.1	scaffold_400125.1	76.632	291	58	4	1	290	108	389	1.47e-160	451
AT2G21930.2	scaffold_400125.1	79.899	398	69	5	1	396	1	389	0.0	635
AT3G53910.1	scaffold_501683.1	53.086	81	38	0	9	89	313	393	9.21e-27	101
AT4G25090.1	fgenesh2_kg.7__1760__AT4G25090.1	92.799	861	49	4	1	849	1	860	0.0	1657
AT4G25090.2	fgenesh2_kg.7__1760__AT4G25090.1	91.047	860	54	4	1	837	1	860	0.0	1621
AT2G18870.1	Al_scaffold_0003_3948	81.081	185	31	4	33	214	1	184	2.73e-99	287
AT1G56250.1	scaffold_105584.1	91.398	279	24	0	2	280	1	279	0.0	506
AT3G16830.1	fgenesh2_kg.3__1850__AT3G16830.1	97.524	1131	28	0	1	1131	1	1131	0.0	2300
AT5G20470.1	Al_scaffold_0006_1977	71.951	328	36	3	95	366	889	1216	1.09e-133	424
AT5G20470.1	Al_scaffold_0006_1977	77.966	177	27	2	381	556	1374	1539	1.14e-82	281
AT5G20470.1	Al_scaffold_0006_1977	61.404	57	22	0	39	95	998	1054	3.67e-11	65.9
AT5G04950.1	fgenesh2_kg.6__416__AT5G04950.1	97.500	320	8	0	1	320	1	320	0.0	647
